in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000328721,0.0455325,0.000311675,0.173081,0.000362517,0.176759
0.0003289,0.0455325,0.00031239,0.173074,0.000362338,0.176759
0.000329079,0.0455325,0.000313016,0.173059,0.00036216,0.176751
0.000328811,0.0455325,0.000313731,0.173043,0.00036216,0.176744
0.000328721,0.0455325,0.000314059,0.173036,0.000361981,0.176736
0.000328692,0.0455363,0.000313761,0.173028,0.000362189,0.176728
0.00032893,0.0455325,0.000313165,0.17302,0.000362189,0.176728
0.000329258,0.0455325,0.000312122,0.173028,0.000361653,0.176728
0.000329407,0.0455248,0.000312092,0.173028,0.000361117,0.176721
0.000330092,0.0455248,0.000311853,0.17302,0.00036061,0.176721
