in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
7.29305e-05,0.0208551,0.000146733,0.0802312,0.000169092,0.0826268
7.27479e-05,0.0208551,0.000146971,0.0802312,0.000168347,0.0826268
7.27517e-05,0.020857,0.000147254,0.0802312,0.000167885,0.082623
7.27628e-05,0.020857,0.000147709,0.0802312,0.000167818,0.082623
7.2882e-05,0.020857,0.000147552,0.0802312,0.00016831,0.0826192
7.32695e-05,0.020857,0.00014706,0.0802274,0.000168265,0.0826116
7.35675e-05,0.020857,0.000147083,0.0802312,0.000168503,0.0826116
7.38655e-05,0.020857,0.000147277,0.0802312,0.000168988,0.0826116
7.44653e-05,0.020857,0.000147403,0.0802312,0.000168481,0.0826116
7.44914e-05,0.020857,0.000147254,0.0802312,0.000168399,0.0826077
