in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000201077,0.0362227,0.000250639,0.138246,0.000286849,0.141229
0.00020212,0.0362227,0.000250878,0.138246,0.000287088,0.141229
0.000202687,0.0362227,0.000250848,0.138246,0.000287266,0.141221
0.000202836,0.0362208,0.000250431,0.138246,0.000287177,0.141213
0.000202776,0.0362208,0.000250669,0.138246,0.000287505,0.141206
0.00020215,0.036217,0.000251116,0.138246,0.000288041,0.141198
0.000201852,0.036217,0.000250878,0.138238,0.00028825,0.141191
0.000201614,0.036217,0.000251176,0.13823,0.000288637,0.141183
0.000202001,0.036217,0.000251533,0.138223,0.000288697,0.141175
0.000202716,0.036217,0.000250967,0.138223,0.000288727,0.141168
