in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00250031,0.0744214,0.000512663,0.285463,0.000602845,0.29468
0.00249673,0.0744176,0.000512842,0.285463,0.000602726,0.29468
0.00249316,0.0744138,0.000513557,0.285463,0.000602845,0.29468
0.00248934,0.0744138,0.000514034,0.285463,0.000602547,0.29468
0.00248529,0.07441,0.000513736,0.285463,0.000601891,0.29468
0.00248124,0.0744023,0.000513498,0.285463,0.000602011,0.29471
0.00247742,0.0743985,0.000513498,0.285463,0.000602487,0.29471
0.00247361,0.0743909,0.000513319,0.285463,0.000602547,0.29471
0.00247051,0.0743909,0.000512782,0.285463,0.000602666,0.29471
0.00246717,0.0743833,0.000512544,0.285463,0.000602726,0.29471
