in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000116297,0.00018552,5.46084e-06,0.00296809,2.79887e-06,0.0030935
0.000115365,0.000186444,4.75094e-06,0.00296713,3.16279e-06,0.00309397
0.00011427,0.000185848,4.8783e-06,0.00296618,2.95766e-06,0.00309278
0.000113048,0.000183971,3.90274e-06,0.00296642,5.18284e-06,0.00309278
0.000114292,0.000185371,1.90456e-06,0.00296547,5.46084e-06,0.00309326
0.000116267,0.000186236,2.24543e-06,0.00296642,5.16561e-06,0.00309397
0.000117124,0.000182928,4.1649e-06,0.00296737,4.59448e-06,0.00309397
0.000117064,0.000182868,5.27364e-06,0.00296809,4.56537e-06,0.00309207
0.000115961,0.000185908,4.56351e-06,0.00296642,5.46084e-06,0.00309278
0.000115455,0.000185818,4.00448e-06,0.0029669,5.08365e-06,0.00309397
