in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00355007,0.00265218,5.41622e-05,0.0420115,4.77212e-05,0.0437472
0.00354911,0.00265242,5.40318e-05,0.0420115,4.69314e-05,0.0437472
0.00354625,0.00265266,5.40952e-05,0.0420096,4.75647e-05,0.0437472
0.00354554,0.00265385,5.58535e-05,0.0420115,4.71848e-05,0.0437434
0.00354601,0.00265433,5.59243e-05,0.0420115,4.68607e-05,0.0437434
0.00354601,0.00265266,5.44379e-05,0.0420115,4.63503e-05,0.0437472
0.00354506,0.00265099,5.38344e-05,0.0420096,4.63279e-05,0.0437472
0.00354458,0.00265218,5.40095e-05,0.0420077,4.75759e-05,0.0437472
0.00354458,0.00265314,5.46987e-05,0.0420096,4.78851e-05,0.043751
0.00354411,0.00265314,5.35923e-05,0.0420096,4.66185e-05,0.043751
