in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0067611,0.00472739,9.53604e-05,0.0722775,7.9256e-05,0.0755124
0.00676015,0.00472739,9.58373e-05,0.0722814,7.82763e-05,0.0755162
0.0067592,0.00472549,9.57851e-05,0.0722814,7.76094e-05,0.0755162
0.0067592,0.00472596,9.57702e-05,0.0722852,7.92039e-05,0.0755162
0.00675729,0.00472644,9.5949e-05,0.0722852,8.167e-05,0.07552
0.00675729,0.00472549,9.72231e-05,0.0722852,8.25902e-05,0.0755239
0.00675538,0.00472596,9.71709e-05,0.0722814,8.167e-05,0.0755239
0.00675347,0.00472596,9.73572e-05,0.0722814,8.06754e-05,0.0755239
0.006753,0.00472501,9.67612e-05,0.0722814,8.148e-05,0.0755239
0.006753,0.00472358,9.82066e-05,0.0722814,8.186e-05,0.0755239
