in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00522044,0.0037532,7.96062e-05,0.0588305,6.72829e-05,0.0617907
0.00521901,0.00375225,7.97589e-05,0.0588458,6.61542e-05,0.0617869
0.00521663,0.00375058,7.85706e-05,0.0588534,6.48838e-05,0.0617983
0.00521711,0.00375129,7.90698e-05,0.0588572,6.61095e-05,0.0618212
0.00521567,0.00375058,7.82465e-05,0.0588534,6.69477e-05,0.0618365
0.00521472,0.00375105,7.78106e-05,0.0588458,6.59381e-05,0.0618441
0.00521472,0.0037501,7.82241e-05,0.0588534,6.60424e-05,0.0618441
0.00521424,0.00374867,7.87009e-05,0.058861,6.67949e-05,0.0618441
0.00521329,0.00374867,7.87084e-05,0.0588572,6.77598e-05,0.0618441
0.00521281,0.00375058,7.7602e-05,0.0588534,6.80354e-05,0.0618441
