in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00236942,0.00189091,3.92126e-05,0.0301934,3.55209e-05,0.0314848
0.00236918,0.00189019,3.84806e-05,0.0301934,3.59325e-05,0.0314867
0.00236918,0.00189067,3.91214e-05,0.0301934,3.59064e-05,0.0314829
0.00236751,0.00189067,3.95647e-05,0.0301915,3.45299e-05,0.0314829
0.00236632,0.00188971,4.04047e-05,0.0301934,3.40196e-05,0.0314829
0.00236656,0.00188804,3.83484e-05,0.0301954,3.68191e-05,0.0314848
0.0023668,0.00189067,3.82217e-05,0.0301915,3.71488e-05,0.0314848
0.00236703,0.00189138,3.84564e-05,0.0301915,3.42487e-05,0.0314887
0.0023668,0.00189186,3.88457e-05,0.0301954,3.47795e-05,0.0314887
0.00236608,0.00189114,3.88569e-05,0.0301954,3.63106e-05,0.0314887
