in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00293924,0.00225164,4.67526e-05,0.0358565,3.98627e-05,0.0373785
0.00293924,0.00225283,4.63801e-05,0.0358565,3.93617e-05,0.0373785
0.00293757,0.00225283,4.56201e-05,0.0358565,4.05817e-05,0.0373805
0.00293733,0.00225283,4.5948e-05,0.0358546,4.13789e-05,0.0373785
0.00293829,0.00225236,4.63801e-05,0.0358546,4.35265e-05,0.0373785
0.00293876,0.00225259,4.54674e-05,0.0358565,4.13901e-05,0.0373766
0.00293757,0.00225236,4.49533e-05,0.0358565,4.10734e-05,0.0373785
0.00293662,0.00225283,4.55978e-05,0.0358584,4.01179e-05,0.0373785
0.00293685,0.00225402,4.58921e-05,0.0358603,4.00806e-05,0.0373785
0.00293709,0.00225355,4.50092e-05,0.0358603,3.99949e-05,0.0373785
