in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00402835,0.00295474,5.97725e-05,0.0466616,5.27354e-05,0.0485003
0.0040274,0.00295331,6.05176e-05,0.0466578,5.24598e-05,0.0485003
0.00402787,0.00295354,6.0823e-05,0.0466616,5.32011e-05,0.0485003
0.0040274,0.00295426,6.04319e-05,0.0466616,5.30111e-05,0.0484965
0.0040262,0.00295569,6.02196e-05,0.046654,5.17035e-05,0.0485003
0.00402573,0.00295426,6.10279e-05,0.0466502,5.17743e-05,0.0485003
0.00402525,0.00295378,6.01972e-05,0.046654,5.15843e-05,0.0485003
0.00402597,0.00295378,5.98656e-05,0.046654,5.0571e-05,0.0485003
0.00402525,0.00295426,6.12219e-05,0.046654,5.17073e-05,0.0485041
0.00402454,0.00295331,6.17136e-05,0.046654,5.29776e-05,0.0485041
