in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0138798,0.00885779,0.000191898,0.134942,0.000146807,0.140824
0.013876,0.00885588,0.000191421,0.13495,0.000146785,0.14084
0.0138732,0.00885683,0.000192137,0.13495,0.000146174,0.140847
0.0138722,0.00885683,0.000190587,0.13495,0.000145101,0.140847
0.0138693,0.00885683,0.000189275,0.13495,0.000146695,0.140847
0.0138665,0.00885683,0.000190438,0.13495,0.000147634,0.140847
0.0138646,0.00885874,0.00019017,0.13495,0.000147508,0.140847
0.0138617,0.00885683,0.000191928,0.13495,0.000146748,0.140847
0.0138598,0.00885588,0.000191302,0.134942,0.000146807,0.140847
0.0138579,0.00885588,0.000190199,0.134942,0.000146859,0.140847
