in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00103617,0.000972871,2.0031e-05,0.0156757,1.90065e-05,0.0163223
0.00103594,0.00097442,1.89767e-05,0.0156757,1.78815e-05,0.0163223
0.0010351,0.000975136,1.91276e-05,0.0156738,1.69576e-05,0.0163223
0.00103522,0.000973944,2.00366e-05,0.0156728,1.65609e-05,0.0163223
0.0010351,0.000973467,2.04315e-05,0.0156718,1.69036e-05,0.0163203
0.00103534,0.000974778,2.04259e-05,0.0156709,1.6505e-05,0.0163175
0.00103319,0.000973824,1.91891e-05,0.0156699,1.78834e-05,0.0163175
0.00103367,0.000974182,2.05693e-05,0.0156709,1.90475e-05,0.0163194
0.00103546,0.000973705,1.89414e-05,0.0156738,1.93418e-05,0.0163194
0.00103462,0.000972871,1.69763e-05,0.0156757,1.83919e-05,0.0163175
