in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
2.7104e-06,1.01231e-05,1.38512e-06,0.000157387,2.11703e-06,0.000165024
1.84635e-06,9.35566e-06,1.12551e-06,0.00015659,1.1205e-06,0.000164607
1.94066e-06,8.63854e-06,2.06941e-06,0.000155934,1.49897e-06,0.000165314
1.15834e-06,9.12655e-06,1.91994e-06,0.000155793,2.10294e-06,0.000165046
7.1945e-07,8.83598e-06,6.75445e-07,0.000155703,1.43378e-06,0.000164733
1.57161e-06,7.62058e-06,1.16207e-06,0.000156754,5.58099e-07,0.000164443
1.55788e-06,8.4099e-06,7.40172e-07,0.000157476,7.04549e-07,0.00016454
2.8317e-06,9.43063e-06,1.84961e-06,0.000157715,5.41568e-07,0.000164025
1.95486e-06,1.00304e-05,2.27966e-06,0.000157566,1.53622e-06,0.000163802
1.92599e-06,8.79081e-06,5.34583e-07,0.000157387,1.56149e-06,0.00016521
