in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00189806,0.00156892,3.26077e-05,0.0252038,3.03948e-05,0.0262624
0.0018971,0.00157107,3.45802e-05,0.0252019,3.00781e-05,0.0262624
0.00189853,0.00157083,3.37756e-05,0.0252019,2.99365e-05,0.0262643
0.00189853,0.00156892,3.13225e-05,0.0252,2.9225e-05,0.0262624
0.00189806,0.00156737,3.1343e-05,0.0251981,3.06091e-05,0.0262624
0.00189782,0.00156856,3.16261e-05,0.0251981,3.08903e-05,0.0262643
0.0018971,0.00156797,3.11977e-05,0.0252019,2.97093e-05,0.0262662
0.00189687,0.00156856,3.16e-05,0.0252019,2.89028e-05,0.0262643
0.00189591,0.00156821,3.34571e-05,0.0252,2.83812e-05,0.0262643
0.00189544,0.00156856,3.42599e-05,0.0252,2.81167e-05,0.0262624
