in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000217141,0.000297608,7.70489e-06,0.00476602,7.41243e-06,0.00496867
0.000218422,0.000297489,6.32464e-06,0.00476554,7.36539e-06,0.0049682
0.000218363,0.000295701,4.38004e-06,0.00476602,6.72418e-06,0.00496724
0.000218243,0.000296416,5.27225e-06,0.00476411,5.62242e-06,0.00496867
0.000217767,0.000296744,6.73396e-06,0.00476268,5.60613e-06,0.00496915
0.000218541,0.000297071,6.1137e-06,0.00476363,4.9677e-06,0.00496772
0.000218035,0.000297578,5.19867e-06,0.00476554,5.30205e-06,0.00496629
0.000218601,0.000296952,6.24594e-06,0.00476459,5.16701e-06,0.00496581
0.000218273,0.000297578,5.68808e-06,0.00476268,7.03757e-06,0.00496629
0.000217379,0.000296118,5.34536e-06,0.00476268,9.0269e-06,0.00496629
