in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000134454,0.00745872,5.40952e-05,0.0283414,6.10542e-05,0.0291559
0.000134767,0.00745872,5.37375e-05,0.0283414,6.11139e-05,0.0291539
0.000134968,0.00745872,5.3365e-05,0.0283414,6.11697e-05,0.0291539
0.000135222,0.00745872,5.33352e-05,0.0283414,6.11325e-05,0.0291539
0.000135169,0.00745824,5.38009e-05,0.0283433,6.12219e-05,0.0291539
0.000135013,0.00745776,5.36258e-05,0.0283433,6.11064e-05,0.0291539
0.000135512,0.00745776,5.31489e-05,0.0283433,6.0458e-05,0.0291539
0.00013587,0.00745776,5.31303e-05,0.0283433,5.98396e-05,0.0291559
0.000135728,0.00745824,5.3555e-05,0.0283433,5.96272e-05,0.0291539
0.000135981,0.00745776,5.42777e-05,0.0283433,5.99998e-05,0.0291539
