in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00657514,0.00489095,0.000102886,0.0850377,9.25739e-05,0.0872045
0.00657132,0.00489095,0.000103683,0.0850301,9.39672e-05,0.0872197
0.00656989,0.00489047,0.000103638,0.0850148,9.45856e-05,0.0872121
0.00657037,0.00489238,0.000104286,0.0849614,9.18661e-05,0.0871968
0.00657228,0.00489333,0.000105136,0.0848737,9.24622e-05,0.0871968
0.00656989,0.0048919,0.000105016,0.0848203,9.34009e-05,0.0871511
0.00656989,0.00488666,0.000104234,0.0848432,9.34904e-05,0.0871129
0.00656798,0.00488237,0.000105054,0.0849118,9.37213e-05,0.0870748
0.0065656,0.00488332,0.000104972,0.0849271,9.46079e-05,0.0870442
0.00656417,0.0048838,0.000105322,0.084908,9.35351e-05,0.0870519
