in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
8.86028e-05,0.00016217,4.21613e-06,0.00295545,4.18074e-06,0.00308515
9.02493e-05,0.000162863,4.69157e-06,0.00295736,4.73906e-06,0.00308467
9.04431e-05,0.000162357,4.63406e-06,0.00295664,5.4031e-06,0.00308563
8.75075e-05,0.000162357,3.27711e-06,0.00295545,4.9826e-06,0.0030842
8.68072e-05,0.000161269,4.47294e-06,0.0029545,4.00891e-06,0.00308444
8.80142e-05,0.000162349,5.11974e-06,0.00295545,1.91388e-06,0.00308539
8.80812e-05,0.000163504,4.82684e-06,0.00295736,2.51226e-06,0.00308539
8.78577e-05,0.000163035,4.15187e-06,0.00295688,1.96557e-06,0.00308491
8.76565e-05,0.000162945,4.8613e-06,0.00295521,1.19163e-06,0.00308539
8.78577e-05,0.000163623,3.87759e-06,0.00295545,2.50481e-06,0.00308467
