in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00210883,0.00168634,3.44219e-05,0.0299855,3.46249e-05,0.0312808
0.00210883,0.00168658,3.46752e-05,0.0299875,3.63945e-05,0.0312808
0.0021093,0.00168694,3.42003e-05,0.0299855,3.52247e-05,0.0312827
0.00210978,0.00168587,3.50459e-05,0.0299855,3.43437e-05,0.0312827
0.00210716,0.00168813,3.67018e-05,0.0299855,3.42506e-05,0.0312846
0.00210764,0.00168813,3.72271e-05,0.0299875,3.52229e-05,0.0312865
0.00210859,0.00168741,3.58897e-05,0.0299875,3.52303e-05,0.0312846
0.0021074,0.00168741,3.51018e-05,0.0299875,3.53924e-05,0.0312827
0.00210573,0.00168813,3.60685e-05,0.0299855,3.52024e-05,0.0312827
0.00210597,0.00168753,3.54184e-05,0.0299855,3.47069e-05,0.0312827
