in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0004707,0.000535015,1.20383e-05,0.00956827,9.79757e-06,0.00998789
0.000470759,0.000535134,1.34558e-05,0.00956827,1.10139e-05,0.00998694
0.000469508,0.000534717,1.4091e-05,0.00956732,1.20672e-05,0.00998694
0.000469388,0.000533704,1.25031e-05,0.00956732,1.12653e-05,0.00998408
0.000469269,0.000533286,1.0294e-05,0.00956732,1.21212e-05,0.00998312
0.000469448,0.000535194,1.249e-05,0.00956637,1.31745e-05,0.00998503
0.000469984,0.000535969,1.39941e-05,0.00956637,1.40379e-05,0.00998598
0.000470163,0.00053573,1.49282e-05,0.00956732,1.37296e-05,0.00998312
0.000470998,0.000534717,1.45017e-05,0.00956637,1.32705e-05,0.00998598
0.000472905,0.000534955,1.34744e-05,0.00956637,1.24956e-05,0.00998598
