in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00823551,0.00706103,0.0001501,0.123787,0.000135616,0.129884
0.00823599,0.00706056,0.000150547,0.123795,0.000135385,0.129876
0.00823742,0.00706008,0.000151434,0.123803,0.000134313,0.129838
0.00823551,0.00706199,0.00015048,0.12381,0.000134648,0.1298
0.00823265,0.00706246,0.000150778,0.123795,0.00013511,0.1298
0.0082317,0.00706103,0.0001513,0.123803,0.000135095,0.129792
0.00823122,0.00706246,0.000150883,0.123795,0.000133649,0.129762
0.00822884,0.00706246,0.000151836,0.12381,0.00013321,0.129769
0.00822598,0.00706342,0.000152313,0.123826,0.000134327,0.129785
0.00822645,0.00706246,0.000149698,0.12381,0.000135654,0.129792
