in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000694338,0.000712041,1.54545e-05,0.0127278,1.55923e-05,0.0132809
0.000695053,0.000711028,1.68468e-05,0.0127259,1.65264e-05,0.0132819
0.000695292,0.00071061,1.65926e-05,0.0127249,1.57786e-05,0.0132809
0.000696782,0.000711683,1.59965e-05,0.0127259,1.62359e-05,0.0132819
0.000697259,0.000712398,1.57451e-05,0.0127278,1.49962e-05,0.0132828
0.000696305,0.000713054,1.59006e-05,0.0127278,1.32891e-05,0.0132838
0.00069565,0.000712756,1.60664e-05,0.0127297,1.38125e-05,0.0132828
0.000696126,0.000711743,1.67518e-05,0.0127288,1.42931e-05,0.0132828
0.000696603,0.000712041,1.56659e-05,0.0127278,1.43732e-05,0.0132838
0.00069714,0.000711385,1.47792e-05,0.0127268,1.63672e-05,0.0132838
