in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
3.68713e-05,8.96384e-05,4.99518e-06,0.00162376,4.52625e-07,0.00169338
3.76033e-05,8.91765e-05,4.43825e-06,0.00162459,1.15368e-06,0.00169326
3.62436e-05,9.01748e-05,3.1551e-06,0.00162411,8.88253e-07,0.00169278
3.49975e-05,9.06293e-05,1.55811e-06,0.001624,1.91528e-06,0.00169349
3.60182e-05,9.05548e-05,2.41098e-06,0.00162376,2.90597e-06,0.00169445
3.93095e-05,8.98619e-05,3.13531e-06,0.00162352,3.47129e-06,0.00169504
3.92499e-05,8.78279e-05,3.08991e-06,0.0016234,3.16791e-06,0.00169481
3.65919e-05,8.86028e-05,3.09014e-06,0.00162257,2.06755e-06,0.00169421
3.60238e-05,8.93031e-05,3.61448e-06,0.00162352,2.0147e-06,0.00169326
3.64969e-05,9.02568e-05,3.30342e-06,0.00162447,1.32714e-06,0.00169349
