in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00017354,0.000261487,7.92654e-06,0.00472072,6.87645e-06,0.00493005
0.000173897,0.000262024,7.18285e-06,0.00472072,5.96608e-06,0.00493005
0.000174196,0.000262024,6.14769e-06,0.00472263,5.07155e-06,0.004931
0.000175239,0.000260415,6.46341e-06,0.00472263,4.90903e-06,0.00492957
0.000174553,0.000259759,6.27109e-06,0.00472072,4.70367e-06,0.0049291
0.000174494,0.00025964,6.08389e-06,0.00471976,5.09855e-06,0.00493053
0.000175119,0.000259729,6.28878e-06,0.00472167,6.61382e-06,0.00493148
0.00017345,0.000260385,5.93302e-06,0.00472358,6.96865e-06,0.004931
0.000172735,0.000261994,6.00799e-06,0.0047231,6.74141e-06,0.00492957
0.000173838,0.000263097,6.42895e-06,0.00472263,6.34513e-06,0.00492862
