in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00248863,0.00194026,4.10641e-05,0.0344107,3.792e-05,0.0358851
0.00248934,0.00194073,4.18706e-05,0.0344126,3.92033e-05,0.0358832
0.00248767,0.00194002,4.30348e-05,0.0344126,3.90413e-05,0.0358794
0.00248648,0.00194097,4.36848e-05,0.0344126,3.87451e-05,0.0358775
0.00248624,0.00194193,4.36886e-05,0.0344126,3.96448e-05,0.0358813
0.00248601,0.00194121,4.31074e-05,0.0344145,4.08574e-05,0.0358832
0.00248529,0.0019405,4.35098e-05,0.0344164,4.12634e-05,0.0358851
0.00248601,0.00194026,4.28541e-05,0.0344183,4.0971e-05,0.0358851
0.00248767,0.0019405,4.074e-05,0.0344183,4.04755e-05,0.0358832
0.00248696,0.0019405,4.09412e-05,0.0344203,3.98199e-05,0.0358851
