in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00637773,0.00499061,0.000109442,0.0887685,9.85493e-05,0.0939565
0.00637534,0.00499013,0.000108801,0.0887761,0.00010071,0.0939717
0.00637391,0.00498918,0.000108324,0.0887761,0.000101276,0.0940099
0.00637248,0.0049887,0.000107855,0.0887761,0.000100941,0.0940633
0.00637153,0.00498727,0.000108861,0.0887609,9.94434e-05,0.0940862
0.00636914,0.00498727,0.000108466,0.0887837,9.91155e-05,0.0940938
0.00636628,0.00499013,0.00010866,0.0888295,9.99426e-05,0.0940938
0.0063639,0.00499251,0.000108511,0.0888448,9.99798e-05,0.0941167
0.00636151,0.00499108,0.000107855,0.0888295,9.91006e-05,0.0941319
0.00636151,0.00499204,0.00010673,0.0888143,9.97712e-05,0.0941319
