in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00289704,0.00222017,4.73636e-05,0.0391943,4.4836e-05,0.0405695
0.00290109,0.00222112,4.68458e-05,0.039181,4.2733e-05,0.0405638
0.00290181,0.00222017,4.70432e-05,0.0391848,4.28411e-05,0.0405619
0.00289537,0.00221826,4.85333e-05,0.0392001,4.39829e-05,0.0405657
0.00289012,0.00221874,4.84402e-05,0.0392611,4.35656e-05,0.0405676
0.00289132,0.00222017,4.74753e-05,0.0392573,4.16043e-05,0.0405676
0.00289227,0.00222208,4.82353e-05,0.0392382,4.33961e-05,0.0405657
0.00289108,0.00222351,4.75498e-05,0.0392573,4.28224e-05,0.0405657
0.00288965,0.00222303,4.73971e-05,0.0392764,4.02967e-05,0.0405676
0.00288965,0.00222303,4.92597e-05,0.0392592,4.07344e-05,0.0405657
