in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00337507,0.059418,0.000390889,0.216035,0.000456812,0.222322
0.00337411,0.059418,0.000391455,0.216035,0.000457408,0.222322
0.00336958,0.059418,0.000391426,0.216035,0.000458481,0.222322
0.00336386,0.059418,0.000391366,0.216035,0.000458719,0.222322
0.00336315,0.059418,0.000391157,0.216035,0.00045866,0.222322
0.00336243,0.059418,0.000390531,0.216035,0.000458123,0.222322
0.00336148,0.059418,0.000390084,0.216065,0.000457527,0.222322
0.00336029,0.0594141,0.000389697,0.216065,0.000457646,0.222322
0.00335909,0.0594141,0.000389339,0.216065,0.00045866,0.222322
0.00335814,0.0594141,0.000389608,0.216065,0.000458481,0.222322
