in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00225998,0.00147439,3.36303e-05,0.0251065,2.84185e-05,0.026188
0.00225832,0.00147498,3.48839e-05,0.0251046,2.9551e-05,0.0261861
0.00225736,0.00147749,3.3742e-05,0.0251027,3.06612e-05,0.0261823
0.00225617,0.00147713,3.1248e-05,0.0251027,2.93368e-05,0.0261861
0.00225593,0.00147582,3.07581e-05,0.0251085,2.98043e-05,0.0261899
0.00225569,0.00147749,3.09667e-05,0.0251065,3.06538e-05,0.0261899
0.00225498,0.00147808,3.30082e-05,0.0251046,2.93833e-05,0.0261861
0.00225355,0.00147641,3.32037e-05,0.0251065,2.86271e-05,0.0261842
0.00225116,0.00147677,3.18254e-05,0.0251065,2.80516e-05,0.0261842
0.00225045,0.00147606,3.12312e-05,0.0251065,2.71612e-05,0.0261861
