in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00905901,0.00464442,0.000107684,0.079144,8.56896e-05,0.0821958
0.00905615,0.00464728,0.000108332,0.0791554,8.62335e-05,0.0821919
0.00904852,0.00464967,0.000108578,0.079144,8.67401e-05,0.0821958
0.0090428,0.00465015,0.000108675,0.0791364,8.67923e-05,0.0821958
0.00903803,0.00464728,0.000108801,0.0791402,8.83569e-05,0.0822034
0.00903326,0.00464442,0.00010863,0.079144,8.6904e-05,0.0822072
0.0090304,0.00464347,0.000110075,0.0791478,8.65539e-05,0.0822148
0.00902754,0.00464395,0.000110522,0.0791478,8.78801e-05,0.0822225
0.00901896,0.00464538,0.000108272,0.0791402,8.75224e-05,0.0822072
0.0090161,0.00464633,0.000107892,0.079144,8.65613e-05,0.0822034
