in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00272299,0.00171996,3.75567e-05,0.029194,3.40978e-05,0.0304433
0.00272323,0.00171996,3.78138e-05,0.0291921,3.42543e-05,0.0304433
0.00272156,0.00171936,3.67726e-05,0.0291883,3.42729e-05,0.0304471
0.00272085,0.00171996,3.62138e-05,0.0291883,3.48634e-05,0.030449
0.00272013,0.0017196,3.61188e-05,0.0291806,3.39469e-05,0.0304509
0.00271894,0.00171972,3.62901e-05,0.0291787,3.3377e-05,0.0304471
0.00271775,0.00172044,3.67837e-05,0.0291806,3.34887e-05,0.0304433
0.00271513,0.00172199,3.74469e-05,0.0291806,3.33732e-05,0.0304357
0.00271441,0.00172222,3.73593e-05,0.0291826,3.40438e-05,0.0304357
0.00271346,0.00172246,3.76331e-05,0.0291826,3.49546e-05,0.0304376
