in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0075064,0.00394872,9.09348e-05,0.0674214,7.59815e-05,0.0702443
0.00750211,0.00394872,9.17097e-05,0.0674367,7.40145e-05,0.0702481
0.00749782,0.003948,9.18959e-05,0.0674367,7.28262e-05,0.0702443
0.00749305,0.00394753,9.06964e-05,0.0674329,7.28671e-05,0.0702443
0.00749019,0.00394776,9.17097e-05,0.0674291,7.25505e-05,0.0702481
0.00748637,0.00394872,9.1136e-05,0.0674253,7.44727e-05,0.0702443
0.00748351,0.0039492,8.86028e-05,0.0674291,7.58735e-05,0.0702405
0.00748065,0.00394896,8.8424e-05,0.0674253,7.51917e-05,0.0702405
0.00747684,0.003948,9.05548e-05,0.0674253,7.51396e-05,0.0702405
0.00747254,0.00394753,9.279e-05,0.0674329,7.52402e-05,0.0702405
