in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.00545457,0.0029781,6.64783e-05,0.0511019,5.87667e-05,0.0535014
0.00545552,0.00297762,6.68098e-05,0.0510905,5.80365e-05,0.0534976
0.00545934,0.00297977,6.76406e-05,0.0510943,5.67997e-05,0.0534976
0.00545505,0.00297977,6.72867e-05,0.0511134,5.69189e-05,0.053509
0.00545028,0.00298215,6.7119e-05,0.0511019,5.66693e-05,0.053509
0.00544456,0.00298168,6.83409e-05,0.0510905,5.79695e-05,0.0535166
0.00543407,0.00298144,6.735e-05,0.0510676,5.71909e-05,0.0535243
0.00541833,0.00298001,6.69588e-05,0.0510447,5.7407e-05,0.0535243
0.00540403,0.00297643,6.81099e-05,0.0511019,5.88635e-05,0.0535166
0.00540784,0.00297929,6.7458e-05,0.0510981,5.80663e-05,0.0535128
