in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0120078,0.0060406,0.000146464,0.102738,0.000112907,0.106888
0.0120011,0.00604156,0.000145973,0.10273,0.000112288,0.106888
0.0119973,0.00604156,0.000144959,0.102723,0.000112184,0.106888
0.0119916,0.00604013,0.000145012,0.102715,0.000110969,0.106888
0.0119858,0.00603917,0.00014455,0.102723,0.000112012,0.106896
0.0119792,0.00603917,0.000144557,0.10273,0.000111603,0.106888
0.0119744,0.00604108,0.000144065,0.10273,0.000111297,0.106858
0.0119706,0.00604251,0.000143819,0.102723,0.000111446,0.10685
0.0119639,0.00604203,0.000145228,0.102723,0.000113369,0.106865
0.0119601,0.00604013,0.000145853,0.102723,0.00011281,0.106873
