in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
1.6451e-05,4.01365e-05,2.80236e-06,0.000682477,1.36509e-06,0.000712041
1.64845e-05,4.04494e-05,1.87918e-06,0.000683311,2.18432e-06,0.000711802
1.58019e-05,3.85067e-05,1.66987e-06,0.000684146,2.18432e-06,0.000712577
1.54051e-05,3.77877e-05,1.79397e-06,0.000684623,1.8885e-06,0.000713233
1.63178e-05,4.01905e-05,1.34367e-06,0.000684146,9.60667e-07,0.000713412
1.50242e-05,4.17086e-05,2.54486e-07,0.000684801,2.18432e-06,0.000711743
1.53101e-05,4.07232e-05,6.90346e-07,0.00068498,1.72342e-06,0.000711624
1.49413e-05,4.05221e-05,2.45289e-06,0.000683252,9.44015e-07,0.000711624
1.58624e-05,3.99316e-05,1.21841e-06,0.000681523,1.14123e-06,0.000712875
1.67853e-05,3.89742e-05,1.11736e-06,0.000681881,8.09789e-07,0.000713293
