in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000642303,0.00056589,1.20234e-05,0.00951201,1.12393e-05,0.00992304
0.00064123,0.000566188,1.22293e-05,0.00951201,1.23252e-05,0.0099259
0.000639144,0.000565831,1.16379e-05,0.00951105,1.23308e-05,0.0099259
0.00063825,0.000567857,1.14693e-05,0.00950915,1.06367e-05,0.00992686
0.000640575,0.000566725,1.17701e-05,0.00950819,1.05799e-05,0.0099259
0.000642184,0.000564758,1.15652e-05,0.00951105,1.13287e-05,0.0099259
0.000642184,0.000565235,1.22972e-05,0.00951296,1.13985e-05,0.00992686
0.000641707,0.000565413,1.35247e-05,0.00951296,1.04542e-05,0.00992399
0.000641171,0.000565533,1.20514e-05,0.00951201,1.03079e-05,0.00992304
0.000641052,0.000566427,1.11033e-05,0.00951201,1.14106e-05,0.00992304
