in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.0071564,0.0037737,8.74703e-05,0.0642896,7.18203e-05,0.066731
0.00715545,0.00377299,8.77758e-05,0.0642972,7.22338e-05,0.0667539
0.00715449,0.00377251,8.71425e-05,0.064301,7.17347e-05,0.0667729
0.00714973,0.00377275,8.6077e-05,0.0642934,7.13696e-05,0.0667844
0.00714353,0.00377323,8.47136e-05,0.0642858,7.13398e-05,0.0667768
0.00713876,0.00377275,8.4505e-05,0.0642896,7.12653e-05,0.0667806
0.00713828,0.00377108,8.54363e-05,0.0642858,7.10827e-05,0.066792
0.00713685,0.00376941,8.7135e-05,0.0642819,7.05947e-05,0.0668111
0.00713351,0.00377132,8.92733e-05,0.0642781,7.04569e-05,0.0668111
0.0071297,0.00377204,8.73213e-05,0.0642743,7.03637e-05,0.0668111
