in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000928167,0.000740532,1.82764e-05,0.012642,1.60859e-05,0.0131884
0.000928763,0.000740949,1.70964e-05,0.0126448,1.5516e-05,0.0131903
0.000928286,0.000740889,1.58764e-05,0.0126458,1.59462e-05,0.0131903
0.000927929,0.000740711,1.48696e-05,0.0126439,1.53157e-05,0.0131903
0.000928286,0.000742499,1.61465e-05,0.0126429,1.43927e-05,0.0131894
0.000925664,0.000741903,1.67351e-05,0.0126429,1.55551e-05,0.0131903
0.000924591,0.000740651,1.56631e-05,0.0126458,1.5773e-05,0.0131903
0.000923995,0.000740055,1.50698e-05,0.0126458,1.57059e-05,0.0131903
0.00092316,0.000740115,1.5474e-05,0.0126439,1.54685e-05,0.0131913
0.000923637,0.000739817,1.70796e-05,0.0126429,1.55644e-05,0.0131913
