in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000244828,0.00027916,5.12789e-06,0.00470307,5.43011e-06,0.00490239
0.000244858,0.000278475,5.38773e-06,0.00470355,5.57446e-06,0.00490144
0.000245513,0.000278922,5.16375e-06,0.00470403,5.50089e-06,0.00490239
0.00024596,0.000278207,4.96631e-06,0.0047026,4.88202e-06,0.00490192
0.000244828,0.000278683,5.8967e-06,0.00470403,4.6287e-06,0.00490192
0.000243784,0.00027919,6.62173e-06,0.00470403,5.2918e-06,0.00490192
0.000243337,0.000278654,7.41848e-06,0.0047026,3.99913e-06,0.00490192
0.000242741,0.00027761,7.27692e-06,0.0047026,5.23173e-06,0.00490049
0.00024453,0.000278177,4.51555e-06,0.00470403,5.87062e-06,0.00490192
0.000246139,0.000278862,5.59216e-06,0.00470498,5.51066e-06,0.00490096
